Scenario,Product Details,Product Facts,Shark LLM Offer,Actual Offer
shark_tank_transcript_9_SPERGO.txt,"{'name': 'SPERGO', 'type': 'Designer lifestyle apparel brand', 'features': 'Combines fashion and comfort, uses bright and bold colors, premium brand', 'target_audience': 'People who want to live their dreams in style, go-getters', 'example_product': {'name': 'Leo sweat suit', 'cost': '$21.50', 'selling_price': '$170'}, 'quality': 'Embroidered, high-quality materials'}","{'total_sales': '$1.8 million', 'sales_breakdown': {'2018': '$40,000', '2019': '$130,000', '2020': '$745,000', 'current_year': '$938,000 (as of the pitch date)'}, 'profit': '$313,000 (after paying themselves)', 'social_media_followers': {'instagram': '89,000', 'SPERGO Billionaire page': '71,000'}, 'sales_channels': {'POS': '70%', 'e-commerce': '30%'}, 'physical_locations': '3 pop-up shops'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":""$2 million"",""Equity"":""12%"",""Terms (if any)"":""Include a board seat for the investor to provide strategic oversight and ensure alignment with growth objectives. Additionally, implement a performance-based equity adjustment clause where an additional 2% equity is granted if the company achieves 25% sales growth within the next 18 months.""}}","{'investor': 'Daymond John', 'investment': '$300,000', 'equity': '20% stake in SPERGO'}"
shark_tank_transcript_8_54 Thrones.txt,"{'name': '54 Thrones', 'ingredient': 'Shea butter from Africa', 'product_line': 'Includes Glow Body Oil, Moroccan Body Mask, and award-winning African Beauty Butters', 'scent_varieties': 'Egyptian lavender and Moroccan mint', 'use': 'Universal use from hair to toe'}","{'founded': '5 years ago', 'annual_sales': '$500,000 last year', 'marketing_budget': '$8,000 last year', 'product_cost': '$12 to make', 'product_price': '$80', 'retail_expansion': 'Launching in Sephora US and Canada, expanding to Nordstrom this holiday season', 'sales_projection': 'Set to make $1 million this year'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":2000000,""Equity"":12,""Terms (if any)"":""Additional 2% equity to account for the high growth potential and strategic retail partnerships. The investment will be structured as a SAFE (Simple Agreement for Future Equity) with a valuation cap of $20 million, ensuring alignment of interests and upside potential for both parties.""}}","{'amount': '$250,000', 'equity': '17.5%', 'investors': 'Two Sharks (Nirav and another Shark)', 'terms': 'Split equity 7.5% and 10% respectively'}"
shark_tank_transcript_8_SoaPen.txt,"{'name': 'SoaPen', 'description': 'A colorful, soap-filled pen that kids can draw with. It encourages kids to wash their hands thoroughly by drawing fun designs on their hands, which they then wash off. The soap is gentle, vibrant, and stain-free, designed to make kids wash their hands for 20 to 40 seconds.', 'features': ['Food-grade colorants', 'Sulfate-free', 'Phthalate-free', 'Coconut-derived', 'Fragranced (e.g., Berry Blast)']}","{'lifetime_sales': '$85,000', 'units_sold_in_three_weeks': '5,000 units', 'funds_raised': '$225,000 at a $1 million valuation', 'manufacturing_cost_per_pack': '$4.30', 'retail_price_per_pack': '$14.99', 'profit_margin': '40%'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":""$500,000"",""Equity"":""8%"",""Terms (if any)"":""1. First right of refusal on future funding rounds. 2. Board observer seat. 3. Milestone-based tranches: $250,000 upfront, remaining $250,000 upon achieving 20% month-over-month growth for 3 consecutive months.""}}","{'investor': 'Nirav', 'amount': '$100,000', 'equity': '10%', 'additional_terms': '$1 royalty per unit sold until $200,000 is repaid, after which the royalty ceases.'}"
shark_tank_transcript_8_Tabby.txt,"{'name': 'Tabby', 'type': 'Dating app for cat lovers', 'features': ['Swipe left or right on profiles', 'Specific questions about cats (e.g., spending on cats, sleeping arrangements)', ""Community space called 'The Cat Tree' for sharing cat-friendly cafes and date ideas""], 'target_audience': 'Single cat owners', 'unique_selling_point': 'A safe space for cat lovers to connect without stigma'}","{'single_cat_owners_in_US': '17 million', 'users_on_app': '31,000', 'revenue': '$43,000', 'subscription_revenue': '$17,000', 'integration_partner_revenue': '$25,000', 'monthly_subscription_price': '$19.99', 'equity_grant_received': '$50,000'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":1500000,""Equity"":12,""Terms (if any)"":""Additional 2% equity for first-mover advantage and potential market expansion. Milestone-based funding release to ensure growth targets are met.""}}","{'investor': 'Kevin', 'amount_offered': '$300,000', 'equity_taken': '30%', 'additional_benefits': 'Partnership with Basepaws, a company with a large cat owner database, to provide distribution and traffic'}"
shark_tank_transcript_8_TheMagic5.txt,"{'name': 'TheMagic5', 'type': 'Custom-fitted swimming goggles', 'features': ['App-based face scanning technology for perfect fit', 'No leakage and no marks after use', 'Range from super light (clear) to very dark for outdoor swimming', 'Great peripheral view for better navigation'], 'price': '$55', 'cost_to_make': '$14', 'customer_acquisition_cost': '$24'}","{'customers': 40000, 'lifetime_revenue': '$3 million', 'start_year': 2018, 'revenue_growth': 'three times every year', 'revenue_2018': '$180,000', 'revenue_2019': '$370,000', 'revenue_2020': '$1.2 million', 'revenue_current_year': '$1.5 million', 'market_size': '$2.2 billion (U.S. and Europe)', 'manufacturing': 'Parts from China, customization in Charlotte, North Carolina', 'intellectual_property': 'Utility patent on the fitting algorithm'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":""$5 million"",""Equity"":""12%"",""Terms (if any)"":{""Milestone-based tranches"":""Funds will be released in tranches based on achieving specific revenue and customer acquisition milestones."",""Board seat"":""Request for one board seat to actively participate in strategic decisions."",""Anti-dilution protection"":""Protection against future equity dilution in subsequent funding rounds.""}}}","{'investor': 'Robert', 'amount': '$1 million', 'equity': '6.5%', 'terms': ""No royalty, focus on scaling sales and leveraging Robert's expertise in the sports industry.""}"
shark_tank_transcript_7_Super Potty Trainer.txt,"{'name': 'Super Potty Trainer', 'purpose': 'A potty training device designed to help children transition to using the toilet quickly and safely.', 'features': ['Steady back support for child to sit directly on the toilet', 'Nonskid pads for adjustability and stability', 'Eliminates the need for bulky potty seats'], 'target_audience': 'Parents and children during potty training'}","{'sales': '$65,000 in six months', 'stores': 'Just under 400 stores', 'inventory': '3,500 units', 'manufacturing_cost': '$2.30 per unit (potential to drop below $2 with higher volume)', 'walmart_commitment': 'Potential $1.1 million purchase order for 4,800 stores', 'menards_commitment': '350 stores'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":""$1.5 million"",""Equity"":""15%"",""Terms (if any)"":""Additional 5% equity stake to be granted if the company achieves $5 million in revenue within the next 18 months.""}}","{'sharks_involved': ['Lori', 'Daymond'], 'amount': '$300,000', 'equity': '50% of the company', 'terms': 'Lori and Daymond will work together to license the product and expand its distribution nationwide.'}"
shark_tank_transcript_7_LIT Handlers.txt,"{'name': 'LIT Handlers', 'description': 'A revolutionary beverage sleeve with an easy-to-grip handle built into the sleeve to help redistribute the weight. Features a pocket inside the reinforced handle for storing small items like lip balm, pens, or car keys. Designed to fit various beverage sizes and shapes, providing a stylish and efficient way to hold drinks without the discomfort of condensation.', 'unique_features': ['Patent-pending handle with integrated pocket', 'Multiple sizes to fit different beverage containers']}","{'sales_year_to_date': '$630,000', 'projected_sales_current_year': '$780,000', 'net_profit_expected': '$200,000', 'manufacturing_location': 'China', 'cost_to_make_slim_size': '$1.20', 'wholesale_price_slim_size': '$3.19', 'retail_price_slim_size': '$8.99', 'cost_to_make_30_ounce_size': '$1.60', 'wholesale_price_30_ounce_size': '$4.44', 'retail_price_30_ounce_size': '$12.99', 'sales_distribution': '50% wholesale, 50% retail', 'sales_channels': ['Website', 'Etsy', 'Amazon'], 'ownership': '100% owned by entrepreneur', 'loans': 'None'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":1500000,""Equity"":""12%"",""Terms (if any)"":""Additional 2% equity to be granted if the company achieves 150% of projected sales within the next 18 months.""}}","{'investor': 'Daymond John', 'amount': '$200,000', 'equity': '20%', 'terms': 'Daymond John offered $200,000 for 25% equity initially, but after negotiation, agreed to 20% equity.'}"
shark_tank_transcript_7_Copper Cow Coffee.txt,"{'name': 'Copper Cow Coffee', 'type': 'Vietnamese coffee', 'features': ['Single, individual pour-overs', 'No additional equipment needed', 'Biodegradable filter', 'Organic coffee grounds', 'Partnered with the best farms in Vietnam', 'Copper Cow Creamer with no preservatives or additives', 'Variants: Classic (with milk and sugar), Black, Churro, Lavender'], 'usage': 'Hang the biodegradable filter over a cup, tear off the top, pour hot water over the organic grounds, and add Copper Cow Creamer.'}","{'total_sales_to_date': '$4 million', 'sales_2017': '$170,000', 'sales_2018': '$500,000', 'sales_2019': '$1.6 million', 'sales_year_to_date': '$2 million', 'margins': '70%', 'online_sales_percentage': '80%', 'loss_2019': '$1.4 million', 'cash_in_bank': '$1.5 million', 'valuation_previous_round': '$15 million', 'entrepreneur_ownership': '40%', 'product_price': '$15 for five servings', 'cost_to_make': '$3.10 per five servings'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":""$5 million"",""Equity"":""12%"",""Terms (if any)"":{""Investor Rights"":""Standard investor rights, including board representation, information rights, and a liquidation preference of 1.5x."",""Milestones"":""Funding to be released in tranches based on achieving specific growth targets (e.g., $6 million in sales within 12 months, international expansion into 3 new markets within 18 months)."",""Anti-dilution Protection"":""Full ratchet anti-dilution protection for the next funding round.""}}}","{'shark': 'Robert', 'amount': '$600,000', 'equity': '8%', 'terms': ""Debbie accepted Robert's offer, which doubled the equity stake from her initial ask, citing his potential to bring significant value to the business, especially in marketing and strategic planning.""}"
shark_tank_transcript_6_The Original Stretchlace.txt,"{'Name': 'The Original Stretchlace', 'Functionality': 'A stretchy lace that turns tie shoes into slip-ons, enhancing the fit, function, and fashion of shoes.', 'Material': 'Unique material with a slight texture to keep shoelaces tied while providing a firm but comfortable grip.'}","{'Revenue last year': '$221,000', 'Revenue this year': '$165,000', 'Product price range': '$9.99 to $13.99', 'Cost to produce': '$1.49 to $2.14', 'Sales channels': 'Online only, including Amazon and their own website'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":""$500,000"",""Equity"":""8%"",""Terms (if any)"":{""Milestone-based equity release"":""2% additional equity upon achieving $1,000,000 in revenue within 24 months"",""Board seat"":""Request for one board seat to oversee strategic decisions"",""Liquidation preference"":""1.5x liquidation preference to ensure investor priority in exit scenarios""}}}","{'Investor': 'Robert', 'Amount': '$100,000', 'Equity': '30%', 'Terms': ""Robert sees potential in Jamie beyond just the shoelace business and believes in her ability to contribute to other ventures. The deal is as much an investment in Jamie's entrepreneurial potential as it is in the Stretchlace product.""}"
shark_tank_transcript_6_Float'N'Grill.txt,"{'name': ""Float'N'Grill"", 'features': [""World's first and only floating grill"", 'Lightweight and easy to use', 'Patented design with unique weight displacement to prevent flipping', '1,200 BTU burner capable of fitting eight burgers', 'Uses a 1-pound propane tank with a remote mounting hose', 'Base made of HDPE plastic, food-grade'], 'target_audience': ['Sandbar enthusiasts', 'Lazy-river goers', 'Outdoor and water activity lovers']}","{'retail_price': '$229', 'cost_of_goods': '$126.88', 'total_gross_sales': '$19,400', 'units_sold': 'Not explicitly stated, but implied to be less than 100 units', 'viral_post_reach': '4.7 million people in 72 hours', 'company_valuation': '$300,000 at the time of previous investments', 'existing_investors': 'Two other investors owning 30% (10% and 20%)'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":""$150,000"",""Equity"":""15%"",""Terms (if any)"":""First right of refusal on future funding rounds, and a board observer seat.""}}","{'investor': 'Daniel Lubetzky', 'amount': '$200,000', 'equity': '22.5%', 'loan': '$100,000 at 7% interest', 'additional_terms': ['50% of any licensing deals facilitated by the investor', 'Removed the $2 per unit repayment clause']}"
shark_tank_transcript_6_Frobert.txt,"{'name': 'Fling Golf', 'description': 'Fling Golf is a new sport that serves as an athletic alternative to traditional golf. Players use a single fling stick to throw a golf ball, allowing them to take long shots, flop shots, bump and runs, and even putt. It is designed to be easy to learn, with most people able to play within 10 minutes. The sport can be played alongside traditional golf without requiring any changes to the golf course.', 'target_audience': 'Younger generation and families', 'unique_selling_point': 'Combines elements of lacrosse and golf, requires only one club, and is easy to learn.'}","{'name': 'Fling Golf', 'location': 'Ipswich, Massachusetts', 'sales_last_year': '$142,000', 'sales_this_year': '$142,000 through July', 'courses_played_on': 'Over 1,000 golf courses', 'clubs_sold': 'About 300', 'cost_to_make': '$25 to $35 per club', 'price_range': '$119 to $179 per club', 'total_raised': '$2 million', 'entrepreneur_investment': '$1.5 million'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":3000000,""Equity"":8,""Terms (if any)"":""Additional 2% equity stake if the company achieves $1 million in sales within the next 12 months.""}}","{'shark': '$300,000 for 25% equity', 'accepted_by': 'Entrepreneurs', 'terms': 'The deal was accepted after a counteroffer from the entrepreneurs, who initially proposed $300,000 for 20% equity. The final agreement was reached at $300,000 for 25% equity.'}"
shark_tank_transcript_5_BeerMKR.txt,"{'name': 'BeerMKR', 'type': 'All-in-one countertop craft-brewing appliance', 'functionality': 'Simplifies home brewing by automating the process of making craft beer. It includes a machine, MKR Kits, and a beer tap. The machine controls temperature and pressure to produce beer in 9 days, yielding a gallon (12-pack) of beer per batch.', 'included_items': 'Machine, MKR Kit (includes grain, yeast, hops, CO2 cartridge), beer tap'}","{'cost_to_make': '$375', 'retail_price': '$499', 'cost_per_ingredient_kit': '$9 to $10', 'potential_cost_per_kit_at_scale': '$7', 'subscription_cost': '$15 per 12-pack', 'units_shipped': '24', 'kickstarter_units': '1,200', 'total_funding_raised': '$3 million', 'valuation_range': '$5 million to $10 million'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":""$5 million"",""Equity"":""15%"",""Terms (if any)"":""1. Liquidation preference of 1x. 2. Board seat for the investor. 3. Milestone-based tranches: $2 million upfront, $1.5 million upon achieving 10,000 units sold, and $1.5 million upon achieving profitability within 18 months.""}}","{'outcome': ""No deal was reached. The Sharks expressed concerns about the valuation, lack of sales, and the entrepreneurs' reluctance to accept a debt-based offer. The entrepreneurs declined the offer due to discomfort with the debt portion."", 'shark_offer': {'amount_offered': '$500,000', 'terms': '9% interest over 36 months, plus 4% equity (later negotiated to 3%)', 'shark': ""Kevin O'Leary""}}"
shark_tank_transcript_5_SneakErasers.txt,"{'name': 'SneakErasers', 'description': ""A unique dual-sided sponge engineered and designed specifically for shoes. The white side removes scuff marks and dirt, while the orange side, a super-soft chamois, wipes it clean. Pre-moistened for convenience, it works on all kinds of shoes including sneakers, casual shoes, sports cleats, and kids' shoes."", 'features': ['No water needed', 'Pre-moistened', 'Portable', 'Works on delicate or sensitive materials'], 'variants': [{'name': 'SneakErasers (Premium)', 'features': ['Pre-moistened', 'Soft chamois']}, {'name': 'Shoe Eraser (Economy)', 'features': ['Dry (requires water)', 'Scouring pad']}]}","{'sales_2019': '$202,000', 'sales_year_to_date': 'over $1.1 million', 'expected_sales_2020': '$1.8 million', 'e_commerce_percentage': '12%', 'units_sold_economy_line': '2.2 million units since October', 'cost_per_unit': '$0.59', 'retail_price_three_pack': '$9.99', 'cost_three_pack': '$1.98', 'retail_price_single': '$3.99', 'patents_pending': '5', 'debt_status': 'debt free as of last week', 'home_equity_line_of_credit': '$300,000'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":2000000,""Equity"":8,""Terms (if any)"":""Additional 2% equity stake if revenue exceeds $3 million within 18 months post-investment.""}}","{'sharks': ['Lori Greiner', 'Alex Rodriguez'], 'amount': '$200,000', 'equity': '20%', 'terms': ['Lori Greiner to focus on e-commerce', 'Alex Rodriguez to focus on bricks-and-mortar retail', 'Plan to place the product in over 500 gyms']}"
shark_tank_transcript_5_Grind Machine.txt,"{'name': 'Grind Machine', 'description': ""The world's first portable shooting machine that captures made and missed shots, automatically passes the ball back out to the user, and collapses down into the size of a duffel bag within 90 seconds. It rotates 190 degrees and manually passes to five positions on the court, allowing users to train like a great athlete from anywhere along the arc. Designed for consumers, it is the lowest-cost machine on the market.""}","{'retail_price': '$1,495', 'cost_to_make': '$977', 'margins': '35%', 'preorders': '$215,000 worth of units', 'units_presold': '125', 'launch_date': 'March 1st, 2020', 'initial_investment': '$15,000'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":""$1.5 million"",""Equity"":""12%"",""Terms (if any)"":""1. Additional 2% equity for achieving 2x revenue growth within 12 months. 2. Right of first refusal on future funding rounds. 3. Board observer seat.""}}","{'amount': '$250,000', 'equity': '25%', 'investors': ['Mark Cuban', 'Barbara Corcoran']}"
shark_tank_transcript_4_SwipenSnap.txt,"SwipenSnap is the world's first and only patented one-hand cream applicator designed for diaper cream application. It attaches to any diaper cream tube, allowing parents to apply cream with one hand using a suction cup-based lid and a gentle, soft applicator that controls the amount of cream dispensed.","{'sales': '$15,000 over two years', 'cost_to_make': '$1.85 per unit', 'price': '$20', 'patent_status': 'Patented, took five and a half years to secure', 'investment_received': '$60,000 for 5% from an angel investor'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":""$500,000"",""Equity"":""8%"",""Terms (if any)"":""Include a 2x liquidation preference and a board seat to ensure strategic oversight and alignment with growth objectives.""}}","{'amount_invested': '$120,000', 'equity_taken': '50% (split between Kevin and Lori, 25% each)', 'terms': 'The investment is contingent on the ability to license the double-threaded technology for other applications. Kevin and Lori will focus on commercializing the technology through licensing deals.'}"
shark_tank_transcript_4_Aura Bora.txt,"{'name': 'Aura Bora', 'type': 'Herbal sparkling water', 'ingredients': 'Real herbal extracts, fruits, and flowers', 'features': 'Zero calories, zero sugar, zero sodium, no artificial sweeteners', 'flavors': 'Lemongrass coconut, peppermint watermelon, lavender cucumber, basil berry, cactus rose', 'packaging': 'Eye-catching branding'}","{'sales': '$200,000 to date', 'stores': '488 stores as of today', 'manufacturing_capacity': 'Scale manufacturing 10 times at current volume', 'cost_per_can': '57 cents to make, sells to distributor for $1.15, retails at $1.99', 'projected_sales': '$500,000 to $600,000 by end of year, $2.5 million to $3.5 million next year', 'ownership': '74% owned by the entrepreneurs', 'funding_raised': '$700,000 to date'}",Invalid JSON Format,"{'investor': 'Robert', 'amount': '$200,000', 'equity': '15%'}"
shark_tank_transcript_4_Brumachen.txt,"{'name': 'Brumachen', 'type': 'Single-serve portable coffee brewer', 'features': ['Makes a hot cup of coffee at the push of a button', 'Portable and can be used anywhere', 'Uses biodegradable single-serve coffee pods made from sugar cane and tree fibers', 'Takes 5 minutes to brew', 'Compatible with any single-serve coffee pod', 'Utility patent pending for both the pods and the machine'], 'target_users': ['Coffee drinkers on the go', 'Construction workers', 'Campers', 'Travelers']}","{'retail_price': '$120', 'cost_to_make': '$38', 'sales_to_date': '$42,000', 'units_sold_on_kickstarter': '600', 'biodegradable_pod_biodegrade_time': '180 days', 'traditional_pod_biodegrade_time': '450 years', 'social_media_followers': '45 million', 'impressions_in_a_week': '100 million'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":1500000,""Equity"":15,""Terms (if any)"":{""Liquidation Preference"":""1x"",""Board Seat"":""Yes"",""Anti-dilution Protection"":""Full ratchet"",""Milestone-based Tranches"":""50% upfront, 25% upon achieving 10,000 units sold, 25% upon securing 2 major retail partnerships""}}}","{'outcome': 'No deal', 'reason': {'valuation_concerns': 'Sharks found the $10 million valuation too high', 'design_issues': ""Concerns about the product's design and functionality"", 'lack_of_proof': 'Insufficient sales and proof of concept to justify the valuation'}}"
shark_tank_transcript_3_TrophySmack.txt,"{'name': 'TrophySmack', 'description': 'TrophySmack offers unique and customizable fantasy sports trophies, blinged-out rings, and over-the-top championship belts. Customers can choose from thousands of combinations on their website, selecting sport, size, and color to create their dream trophy.'}","{'target_market': 'Over 50 million Americans who participate in fantasy sports annually', 'average_product_price': '$150 to $160', 'average_profit_margin': '80%', 'initial_investment': '$250,000', 'year_1_revenue': '$850,000 in 2018', 'year_1_net_profit': '$200,000', 'year_2_revenue': '$1.9 million in 2019', 'year_2_gross_profit': '$775,000', 'year_2_net_profit': '$500,000', 'year_to_date_revenue': '$650,000'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":250000,""Equity"":5.0,""Terms (if any)"":""Additional 1.4% equity to be granted if revenue targets of $2.5 million are met within the next 12 months.""}}","{'investor': 'Mark Cuban', 'amount': '$600,000', 'equity': '17%'}"
shark_tank_transcript_3_His & Her Bar.txt,"{'name': 'His & Her Bar', 'type': 'aphrodisiac bar', 'features': ['stimulates sexual desire', 'all-natural ingredients', 'creamy consistency with earthy and nutty flavor', 'spicy hint of cayenne'], 'purpose': 'bring couples closer together', 'packaging': 'plush and opulent'}","{'calories_per_bar': 220, 'maca_per_bar': '0.7 ounces', 'total_sales': '$2,000', 'bars_sold': 500, 'ingredients': 'seven aphrodisiac super foods', 'dietary_features': 'vegan and gluten-free'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":500000,""Equity"":12,""Terms (if any)"":""Additional 2% equity for advisory role in scaling production and marketing strategy.""}}","{'outcome': 'No deal', 'reason': 'The Sharks felt the product was too early-stage, lacked sufficient sales, and was not investable at the time. They also advised the entrepreneurs to focus on stabilizing their personal finances before pursuing the business further.'}"
shark_tank_transcript_3_All33.txt,"{'name': 'All33', 'technology': 'Patented Sit-In-Motion Technology', 'features': ['Chair within a chair', 'Rocks to keep 33 vertebrae moving', 'Promotes perfect posture', 'Provides a sensation similar to standing while sitting'], 'endorsement': 'Justin Bieber is a fan and endorses the product'}","{'valuation': '$20 million', 'sales_this_year': '$3.2 million', 'projected_sales': '$5.5 million', 'product_price': '$799', 'cost_to_make': '$260', 'margin': '67%', 'kickstarter_sales': '$800,000', 'entrepreneur_ownership': '5%'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":""$5 million"",""Equity"":""12%"",""Terms (if any)"":""Additional 3% equity kicker if sales exceed $7 million in the next 18 months.""}}","{'outcome': 'No deal', 'reason': ""Sharks found the valuation too high and were not convinced by the entrepreneur's ownership stake or the product's market potential.""}"
shark_tank_transcript_3_Electra.txt,"{'name': 'Electra', 'type': 'Functional sports drink', 'features': ['Better-for-you hydration', 'No artificial colors or ingredients', 'Low sugar content', 'High potassium relative to calories'], 'target_audience': 'Everyday athletes, hustlers, and doers'}","{'market_size': '$23 billion', 'launch_date': '10 days ago', 'manufacturing_location': 'Coppell, Texas', 'initial_production_run': '20,000 to 30,000 units', 'sweetener_used': 'Monk fruit', 'flavors': ['Litty Lemonade', 'Passion Punch', ""'Oh, Yeah!' Orange""]}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":5000000,""Equity"":12,""Terms (if any)"":""Additional 2% equity for a board seat and quarterly performance reviews to ensure alignment with growth targets.""}}","{'investor': 'Barbara Corcoran', 'cash_upfront': '$100,000', 'line_of_credit': '$250,000', 'equity_taken': '30%', 'conditions': ['Bring in two Hall of Fame athletes (NFL and NBA) to support the product', 'If athletes are not secured, the deal is off']}"
